"No";"Tanggal";"No_account";"Deskripsi acc";"No_bukti";"Uraian";"Debet";"Kredit";"Kontra_acc";"Deskripsi kontra"
"447";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"002/KA30942/TK3-02/20";"88 lbr fotocopy WS K2";"17600.00";"0.00";"111.23.111";"kas kecil tk tki"
"448";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"003/KA30943/TK3-02/20";"40 lbr fotocopy WS Mandarin";"8000.00";"0.00";"111.23.111";"kas kecil tk tki"
"449";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"004/KA30943/TK3-02/20";"1 toples coklat Jago (u/ bingkisan Imlek + parkir Rp 2.000)";"54500.00";"0.00";"111.23.111";"kas kecil tk tki"
"450";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"005/KA30944/TK3-02/20";"44 lbr fotocopy WS K2";"8800.00";"0.00";"111.23.111";"kas kecil tk tki"
"451";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"006/KA30944/TK3-02/20";"Konsumsi nasi sop ayam baso tgl 22 Jan 2020";"270500.00";"0.00";"111.23.111";"kas kecil tk tki"
"452";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"007/KA30945/TK3-02/20";"Konsumsi mie goreng tgl 28 Jan 2020 u/ di China Town";"213900.00";"0.00";"111.23.111";"kas kecil tk tki"
"453";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"008/KA30946/TK3-02/20";"49 tiket masuk China Town x @ Rp 20.000 (39 anak + 10 guru)";"980000.00";"0.00";"111.23.111";"kas kecil tk tki"
"454";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"009/KA30946/TK3-02/20";"3 bks nasi kuning @ 10.000 (u/ 3 org sopir yg antar ke acara Imlek di China Town)";"30000.00";"0.00";"111.23.111";"kas kecil tk tki"
"455";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"010/KA30946/TK3-02/20";"2 pak garpu plastik @ 5.000 (u/ makan mie di China Town)";"10000.00";"0.00";"111.23.111";"kas kecil tk tki"
"456";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"011/KA30947/TK3-02/20";"44 lbr fotocopy WS K2";"8800.00";"0.00";"111.23.111";"kas kecil tk tki"
"457";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"012/KA30948/TK3-02/20";"Tip masak Mba Marsinem bulan Jan 2020";"40000.00";"0.00";"111.23.111";"kas kecil tk tki"
"458";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"013/KA30949/TK3-02/20";"Imlek curah (Aneka permen u/ bingkisan Imlek)";"138600.00";"0.00";"111.23.111";"kas kecil tk tki"
"459";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"014/KA30950/TK3-02/20";"Konsumsi bubur ayam u/ siswa TK tgl 05 Feb 2020";"240000.00";"0.00";"111.23.111";"kas kecil tk tki"
"460";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"015/KA30950/TK3-02/20";"264 lbr fotocopy WS K2";"50200.00";"0.00";"111.23.111";"kas kecil tk tki"
"461";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"016/KA30950/TK3-02/20";"221 lbr fotocopy WS K1 & K2";"42000.00";"0.00";"111.23.111";"kas kecil tk tki"
"462";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"017/KA30951/TK3-02/20";"Konsumsi nasi liwet u/ siswa TK tgl 13 Feb 2020";"258400.00";"0.00";"111.23.111";"kas kecil tk tki"
"463";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"018/KA30951/TK3-02/20";"37 lbr fotocopy WS K1";"7400.00";"0.00";"111.23.111";"kas kecil tk tki"
"464";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"019/KA30952/TK3-02/20";"20 lbr fotocopy WS K1";"4000.00";"0.00";"111.23.111";"kas kecil tk tki"
"465";"2020-02-24";"626.13.111";"Biaya adm. tk tki";"020/KA30953/TK3-02/20";"Subsidi 3 buku ekskul piano sem. 2 tapel 2019/2020 @ 50.000 (Gamaliel, Keagan, Evander)";"150000.00";"0.00";"111.23.111";"kas kecil tk tki"
"466";"2020-02-24";"621.13.117";"atk dan fotocopy tk tki";"021/KK31187/TK3-02/20";"1 lsn map L bening";"13500.00";"0.00";"111.23.111";"kas kecil tk tki"
"467";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"022/KK31188/TK3-02/20";"1 dus fischer S6 (u/ instalasi komp / kabel komp )";"6500.00";"0.00";"111.23.111";"kas kecil tk tki"
"468";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"023/KK31189/TK3-02/20";"2 pak kresek Tulip 35 u/ sampah @ 13.500";"27000.00";"0.00";"111.23.111";"kas kecil tk tki"
"469";"2020-02-24";"631.13.111";"Pemel. inventaris tki";"024/KK31189/TK3-02/20";"7 mtr kabel HY : 2 x 0,75 x @ Rp 5.000 (u/ instalasi komp R. Guru)";"35000.00";"0.00";"111.23.111";"kas kecil tk tki"
"470";"2020-02-24";"631.13.111";"Pemel. inventaris tki";"025/KK31189/TK3-02/20";"1 bh terminal 4 lubang (u/ instalasi komp R. Guru)";"20000.00";"0.00";"111.23.111";"kas kecil tk tki"
"471";"2020-02-24";"631.13.111";"Pemel. inventaris tki";"026/KK31189/TK3-02/20";"1 bh steker Broco (u/ instalasi komp R. Guru)";"12500.00";"0.00";"111.23.111";"kas kecil tk tki"
"472";"2020-02-24";"621.13.116";"Sumbangan tk tki";"027/KK31189/TK3-02/20";"Sumbangan u/ Kompercab (peralihan pengurus IGTKI)";"150000.00";"0.00";"111.23.111";"kas kecil tk tki"
"473";"2020-02-24";"712.13.111";"Biaya pemel. kendaraan tk tki";"028/KK31190/TK3-02/20";"Biaya parkir di China Town";"25000.00";"0.00";"111.23.111";"kas kecil tk tki"
"474";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"029/KK31191/TK3-02/20";"1 btl Porstek Yuri ungu, disc 3.000 (u/ membersihkan toilet lt. 1)";"16900.00";"0.00";"111.23.111";"kas kecil tk tki"
"475";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"030/KK31191/TK3-02/20";"1 btl Vixal blue 780 (u/ membersihkan toilet lt. 1)";"18300.00";"0.00";"111.23.111";"kas kecil tk tki"
"476";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"031/KK31191/TK3-02/20";"1 bks Ekonomi Lemon (u/ membersihkan toilet lt. 1)";"6200.00";"0.00";"111.23.111";"kas kecil tk tki"
"477";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"032/KK31191/TK3-02/20";"2 bh kran 1/2 Lesso @ 10.000 (u/ toilet lt. 1)";"20000.00";"0.00";"111.23.111";"kas kecil tk tki"
"478";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"033/KK31191/TK3-02/20";"1 roll seal tape jumbo u/ perbaiki kran toilet lt.1";"7000.00";"0.00";"111.23.111";"kas kecil tk tki"
"479";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"034/KK31191/TK3-02/20";"1 bh kuas 3"" u/ membersihkan toilet lt. 1";"7500.00";"0.00";"111.23.111";"kas kecil tk tki"
"480";"2020-02-24";"621.13.111";"Iuran sampah & dinas tk tki";"035/KK31192/TK3-02/20";"Tip u/ tukang sampah tgl 23-01-2020 & tgl 30-01-2020 @ 10.000";"20000.00";"0.00";"111.23.111";"kas kecil tk tki"
"481";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"036/KK31193/TK3-02/20";"2 bh keset @ 15.000";"30000.00";"0.00";"111.23.111";"kas kecil tk tki"
"482";"2020-02-24";"621.13.117";"atk dan fotocopy tk tki";"037/KK31193/TK3-02/20";"8 lbr fotocopy Sertifikat Tanah A2 No. 1";"1600.00";"0.00";"111.23.111";"kas kecil tk tki"
"483";"2020-02-24";"713.13.111";"Biaya pemel. bangunan tk tki";"038/KK31193/TK3-02/20";"Daia, sabun Ekonomi";"37300.00";"0.00";"111.23.111";"kas kecil tk tki"
"484";"2020-02-24";"712.13.111";"Biaya pemel. kendaraan tk tki";"039/KK31194/TK3-02/20";"Biaya perpanjangan STNK motor sekolah";"84500.00";"0.00";"111.23.111";"kas kecil tk tki"
"485";"2020-02-24";"621.13.117";"atk dan fotocopy tk tki";"040/KK31195/TK3-02/20";"32 lbr fotocopy pengumuman pemberian Vit. A";"6400.00";"0.00";"111.23.111";"kas kecil tk tki"
"486";"2020-02-24";"712.13.111";"Biaya pemel. kendaraan tk tki";"041/KK31196/TK3-02/20";"2,610 ltr bensin @ 7.650";"20000.00";"0.00";"111.23.111";"kas kecil tk tki"
"487";"2020-02-24";"621.13.111";"Iuran sampah & dinas tk tki";"042/KK31197/TK3-02/20";"Iuran daftar I bln Jan 2020 : 40 anak x @ Rp 600";"24000.00";"0.00";"111.23.111";"kas kecil tk tki"
"488";"2020-02-24";"621.13.113";"Entertain tk tki";"043/KK31197/TK3-02/20";"Biaya pembuatan sertifikat Ijin Operasional";"100000.00";"0.00";"111.23.111";"kas kecil tk tki"
"489";"2020-02-24";"621.13.117";"atk dan fotocopy tk tki";"044/KK31198/TK3-02/20";"50 lbr fotocopy pengumuman POM";"10000.00";"0.00";"111.23.111";"kas kecil tk tki"
"490";"2020-02-24";"621.13.120";"perleng. sklh tk tki (kbm)";"045/KK31199/TK3-02/20";"Tepung beras, tapioka, terigu, baby oil u/ KBM";"52600.00";"0.00";"111.23.111";"kas kecil tk tki"
"491";"2020-02-25";"112.35.111";"bank bca r/k.77";"043/BCAUM-02/20";"Pinbuk dr BCA VA Koper ke BCA Umum";"70000000.00";"0.00";"112.36.112";"bank bca va koper"
"492";"2020-02-25";"112.35.111";"bank bca r/k.77";"044/BCAUM-02/20";"Pinbuk dr BCA VA Mekar ke BCA Umum";"120000000.00";"0.00";"112.36.114";"bank bca va mw"
"493";"2020-02-25";"112.35.111";"bank bca r/k.77";"045/BCAUM-02/20";"Pinbuk dr BCA VA Ciateul ke BCA Umum";"15000000.00";"0.00";"112.36.111";"bank bca va ciateul"
"494";"2020-02-25";"112.35.111";"bank bca r/k.77";"046/BCAUM-02/20";"Pinbuk dr BCA VA TKI ke BCA Umum";"14000000.00";"0.00";"112.36.113";"bank bca va tki"
"495";"2020-02-25";"112.35.111";"bank bca r/k.77";"047/BCAUM-02/20";"Honor Hamba Tuhan bln Februari 2020";"0.00";"14950000.00";"620.11.111";"Gaji pegawai gabungan"
"496";"2020-02-25";"112.35.111";"bank bca r/k.77";"048A/BCAUM-02/20";"Honor Kantin bulan Februari 2020";"0.00";"4350000.00";"219.21.111";"hutang lain2"
"497";"2020-02-25";"112.35.111";"bank bca r/k.77";"048B/BCAUM-02/20";"Honor pegawai SD Ctl Maryam bln Feb 2020 (BOS)";"0.00";"1605000.00";"219.21.111";"hutang lain2"
"498";"2020-02-25";"112.35.111";"bank bca r/k.77";"048C/BCAUM-02/20";"HONOR PEMANTAPAN SD CTL BLN FEB 20";"0.00";"3320000.00";"219.16.111";"hutang gaji"
"499";"2020-02-25";"112.35.111";"bank bca r/k.77";"048D/BCAUM-02/20";"HONOR PEMANTAPAN SD KOPER BLN FEB 2020";"0.00";"1200000.00";"219.16.111";"hutang gaji"
"500";"2020-02-25";"112.35.111";"bank bca r/k.77";"048E/BCAUM-02/20";"HONOR PEMANTAPAN SMP KOPER BLN FEB 2020";"0.00";"3630000.00";"219.16.111";"hutang gaji"
"501";"2020-02-25";"112.35.111";"bank bca r/k.77";"048F/BCAUM-02/20";"HONOR EKSKUL TK CTL BLN FEB 2020";"0.00";"2317500.00";"626.11.111";"Biaya adm tk ciateul"
"502";"2020-02-25";"112.35.111";"bank bca r/k.77";"048G/BCAUM-02/20";"HONOR EKSKUL TK KOPER BLN FEB 2020";"0.00";"3930000.00";"626.12.111";"Biaya adm tk koper"
"503";"2020-02-25";"112.35.111";"bank bca r/k.77";"048H/BCAUM-02/20";"HONOR EKSKUL TK TKI BLN FEB 2020";"0.00";"1380000.00";"626.13.111";"Biaya adm. tk tki"
"504";"2020-02-25";"112.35.111";"bank bca r/k.77";"048I/BCAUM-02/20";"HONOR EKSKUL SD CTL BLN FEB 2020";"0.00";"15891000.00";"626.14.111";"Biaya adm. sd ciateul"
"505";"2020-02-25";"112.35.111";"bank bca r/k.77";"048J/BCAUM-02/20";"HONOR EKSKUL SD KOPER BLN FEB 2020";"0.00";"14084000.00";"626.15.111";"Biaya adm sd koper"
"506";"2020-02-25";"112.35.111";"bank bca r/k.77";"048K/BCAUM-02/20";"HONOR EKSKUL SMP MW BLN FEB 2020";"0.00";"8780000.00";"626.16.111";"Biaya adm smp mw"
"507";"2020-02-25";"112.35.111";"bank bca r/k.77";"048L/BCAUM-02/20";"HONOR EKSKUL SMP KOPER BLN FEB 2020";"0.00";"4925000.00";"626.17.111";"Biaya adm smp koper"
"508";"2020-02-25";"112.35.111";"bank bca r/k.77";"048M/BCAUM-02/20";"HONOR EKSKUL SMA BLN FEB 2020";"0.00";"11600000.00";"626.18.111";"Biaya adm sma"
"509";"2020-02-25";"112.35.111";"bank bca r/k.77";"048N/BCAUM-02/20";"HONOR EKSKUL SD TKI BLN FEB 2020";"0.00";"8540000.00";"626.19.111";"Biaya adm sd tki"
"510";"2020-02-25";"112.35.111";"bank bca r/k.77";"048O/BCAUM-02/20";"Honor PCM BCA bln FEB 2020";"0.00";"452321782.00";"620.11.111";"Gaji pegawai gabungan"
"511";"2020-02-25";"112.28.111";"bdi a/n. ykki";"051/BDIUM-02/20";"Pinbuk dr BDI VA Koper ke BDI Umum";"70000000.00";"0.00";"112.32.112";"bdi virtual koper (3562373021)"
"512";"2020-02-25";"112.28.111";"bdi a/n. ykki";"052/BDIUM-02/20";"Pinbuk dr BDI VA Mekar ke BDI Umum";"50000000.00";"0.00";"112.32.114";"bdi virtual mw 93562375307)"
"513";"2020-02-25";"112.28.111";"bdi a/n. ykki";"053/BDIUM-02/20";"Pinbuk dr BDI VA Ciateul ke BDI Umum";"20000000.00";"0.00";"112.32.111";"bdi virtual Ctl(3562377469)"
"514";"2020-02-25";"112.28.111";"bdi a/n. ykki";"054/BDIUM-02/20";"Pinbuk dr BDI VA TKI KE BDI UMUM";"10000000.00";"0.00";"112.32.113";"bdi tki (virtual account)"
"515";"2020-02-25";"112.28.111";"bdi a/n. ykki";"055/BDIUM-02/20";"IURAN YKKI BLN FEB 2020";"0.00";"15000000.00";"651.11.111";"Iuran YKKI"
"516";"2020-02-25";"112.28.111";"bdi a/n. ykki";"056/BDIUM-02/20";"SETORAN USAHA DANA KOPERASI MEKAR";"530000.00";"0.00";"219.21.111";"hutang lain2"
"517";"2020-02-25";"112.28.111";"bdi a/n. ykki";"057/BDIUM-02/20";"SETORAN USAHA DANA KANTIN MEKAR";"1000000.00";"0.00";"219.21.111";"hutang lain2"
"518";"2020-02-25";"112.28.111";"bdi a/n. ykki";"058/BDIUM-02/20";"Honor PCM BDI bln FEB 20";"0.00";"360551435.00";"620.11.111";"Gaji pegawai gabungan"
"519";"2020-02-26";"219.21.111";"hutang lain2";"006/BCL-02/20";"PENGEMBALIAN TITIPAN KARYAWISATA SMA KLS X A/N CELVIN. W KE US";"1650000.00";"0.00";"112.37.111";"rek.bca ykki no.6765047017"
"520";"2020-02-26";"219.21.111";"hutang lain2";"007A/BCL-02/20";"PENGAMBILAN TITIPAN KARYAWISATA KLS X BLN FEB 2020";"7694000.00";"0.00";"112.37.111";"rek.bca ykki no.6765047017"
"521";"2020-02-26";"219.21.111";"hutang lain2";"007B/BCL-02/20";"PENGAMBILAN TITIPAN LIVE IN SMA KLS XI BLN FEB 2020";"2297000.00";"0.00";"112.37.111";"rek.bca ykki no.6765047017"
"522";"2020-02-26";"112.35.111";"bank bca r/k.77";"049/BCAUM-02/20";"USAHA DANA IKAT PINGGANG 520 PCS";"0.00";"3900000.00";"219.21.111";"hutang lain2"
"523";"2020-02-26";"112.35.111";"bank bca r/k.77";"050A/BCAUM-02/20";"MOUSE LOGITECH M187 U/ LAPTOP DIRPEL";"0.00";"137500.00";"625.11.117";"Alat tulis kantor umum"
"524";"2020-02-26";"112.35.111";"bank bca r/k.77";"050B/BCAUM-02/20";"KABEL HDMI TO HDMI 15 Mt 3 BUAH";"0.00";"375000.00";"631.14.111";"Pemel. inventaris sd ciateul"
"525";"2020-02-26";"112.35.111";"bank bca r/k.77";"050C/BCAUM-02/20";"KABEL HDMI 2 BUAH + KABEL VGA 4 BUAH";"0.00";"690000.00";"631.18.111";"Pemel. inventaris sma"
"526";"2020-02-26";"112.35.111";"bank bca r/k.77";"052/BCAUM-02/20";"UM pasang tirai TK Koper";"0.00";"1200000.00";"117.11.111";"uang muka lain2"
"527";"2020-02-26";"112.35.111";"bank bca r/k.77";"051A/BCAUM-02/20";"Air galon Ron 88 TK Ciateul bln FEB 2020";"0.00";"297000.00";"621.11.112";"Air & gas & konsumsi tk ciateul"
"528";"2020-02-26";"112.35.111";"bank bca r/k.77";"051B/BCAUM-02/20";"Air galon Ron 88 TK KOPER bln FEB 2020";"0.00";"280000.00";"621.12.112";"Air & gas & konsumsi tk koper"
"529";"2020-02-26";"112.35.111";"bank bca r/k.77";"051C/BCAUM-02/20";"Air galon Ron 88 TK TKI bln FEB 2020";"0.00";"200000.00";"621.13.112";"Air,gas & konsumsi tk tki"
"530";"2020-02-26";"112.35.111";"bank bca r/k.77";"051D/BCAUM-02/20";"Air galon Ron 88 SD CTL bln FEB 20";"0.00";"380000.00";"622.11.112";"Air,gas & konsumsi sd ciateul"
"531";"2020-02-26";"112.35.111";"bank bca r/k.77";"051E/BCAUM-02/20";"Air galon Ron 88 SD KOPER bln FEB 2020";"0.00";"650000.00";"622.12.112";"Air,gas & konsumsi sd koper"
"532";"2020-02-26";"112.35.111";"bank bca r/k.77";"051F/BCAUM-02/20";"Air galon Ron 88 SD TKI bln FEB 2020";"0.00";"230000.00";"622.13.112";"Air,gas,konsumsi sd tki"
"533";"2020-02-26";"112.35.111";"bank bca r/k.77";"051G/BCAUM-02/20";"Air galon Ron 88 SMP MW bln FEB 2020";"0.00";"410000.00";"623.11.112";"Air,gas & konsumsi smp mekar wangi"
"534";"2020-02-26";"112.35.111";"bank bca r/k.77";"051H/BCAUM-02/20";"Air galon Ron 88 SMP KOPER bln FEB 2020";"0.00";"610000.00";"623.12.112";"Air,gas & konsumsi smp koper"
"535";"2020-02-26";"112.35.111";"bank bca r/k.77";"051I/BCAUM-02/20";"Air galon Ron 88 SMA bln FEB 2020";"0.00";"670000.00";"624.11.112";"Air,gas&,konsumsi sma"
"536";"2020-02-26";"112.35.111";"bank bca r/k.77";"051J/BCAUM-02/20";"Air galon Ron 88 Yayasan bln FEB 2020";"0.00";"340000.00";"625.11.112";"Air,gas,konsums umum"
"537";"2020-02-26";"112.35.111";"bank bca r/k.77";"053/BCAUM-02/20";"Kontribusi BANTUAN BEASISWA BLN Februari 2020";"0.00";"10000000.00";"219.21.111";"hutang lain2"
"538";"2020-02-26";"112.35.111";"bank bca r/k.77";"054/BCAUM-02/20";"SEWA LAPANGAN BASKET 1X BLN FEB 2020";"600000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"539";"2020-02-26";"112.28.111";"bdi a/n. ykki";"059/BDIUM-02/20";"Reimburse kas kecil SD CTL periode 16 Jan 20 s/d 20 Feb 20";"0.00";"14561600.00";"111.24.111";"kas kecil sd ciateul"
"540";"2020-02-26";"112.28.111";"bdi a/n. ykki";"060/BDIUM-02/20";"HONOR TUNAI BLN FEB 2020";"0.00";"25303700.00";"620.11.111";"Gaji pegawai gabungan"
"541";"2020-02-26";"112.28.111";"bdi a/n. ykki";"061/BDIUM-02/20";"Reimburse kas kecil SMP MW periode 28 Jan 20 s/d 24 Feb 20";"0.00";"8597000.00";"111.26.111";"kas kecil smp mekar wangi"
"542";"2020-02-26";"112.28.111";"bdi a/n. ykki";"062/BDIUM-02/20";"SETORAN USAHA DANA KANTIN MEKAR";"1000000.00";"0.00";"219.21.111";"hutang lain2"
"543";"2020-02-26";"626.16.111";"Biaya adm smp mw";"001/KA601193/SMP1-02/20";"Pemb. buku Pemantapan Persiapan Ujian";"118000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"544";"2020-02-26";"626.16.111";"Biaya adm smp mw";"002/KA601194/SMP1-02/20";"Pratikum IPA (Pemb. Gochujang)";"97800.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"545";"2020-02-26";"681.16.111";"Kebaktian/rapat/seminar smp mekar wangi";"003/KK61769/SMP1-02/20";"Snack u/ Rapat UN";"65000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"546";"2020-02-26";"631.16.111";"Pemel. inventaris smp ctl";"004/KK61769/SMP1-02/20";"Mikrotik u/ Perpustakaan";"159500.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"547";"2020-02-26";"831.16.111";"Biaya telepon smp mekar wangi";"005/KK61770/SMP1-02/20";"Internet Bulan : Februari 2020";"415800.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"548";"2020-02-26";"871.16.111";"Biaya listrik smp ciateul";"006/KK61771/SMP1-02/20";"Token Listrik SMP";"1002000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"549";"2020-02-26";"713.16.111";"Biaya pemel. bangunan  smp mekar wangi";"007/KK61771/SMP1-02/20";"Lobby Duster, Pembersih Porselin & Dish Washer";"350000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"550";"2020-02-26";"623.11.121";"Perlengk. bang. smp mekar wangi";"008/KK61772/SMP1-02/20";"Klem u/ Kabel (Koridor)";"12000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"551";"2020-02-26";"623.11.119";"Biaya lomba smp mekar wangi";"009/KK61772/SMP1-02/20";"B. Sewa kendaraan (GRAB pp) = 2 x @133.000";"266000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"552";"2020-02-26";"623.11.117";"Alat tulis kantor smp mekar wangi";"010/KK61773/SMP1-02/20";"Pemb Amplop, Pulpen, Cutter";"198000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"553";"2020-02-26";"871.16.111";"Biaya listrik smp ciateul";"011/KK61774/SMP1-02/20";"Token Listrik SMP";"1002800.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"554";"2020-02-26";"623.11.120";"Perleng.sklh (kbm) smp mekar wangi";"012/KK61775/SMP1-02/20";"Perlengkapan KBM OR";"51000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"555";"2020-02-26";"623.11.121";"Perlengk. bang. smp mekar wangi";"013/KK61775/SMP1-02/20";"WD 4 u/ Meja Pingpong GOR";"10000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"556";"2020-02-26";"623.11.117";"Alat tulis kantor smp mekar wangi";"014/KK61775/SMP1-02/20";"Kertas Raster SMPK & Kertas Buram @6 rim";"840000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"557";"2020-02-26";"871.16.111";"Biaya listrik smp ciateul";"015/KK61775/SMP1-02/20";"Token Listrik SMP";"1002000.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"558";"2020-02-26";"871.16.111";"Biaya listrik smp ciateul";"016/KK61776/SMP1-02/20";"Token Listrik";"1001500.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"559";"2020-02-26";"871.16.111";"Biaya listrik smp ciateul";"017/KK61777/SMP1-02/20";"Token Listrik SMP = 2 x @1.002.800";"2005600.00";"0.00";"111.26.111";"kas kecil smp mekar wangi"
"560";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"001/KA40361/SD1-02/20";"Fotocopy";"24000.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"561";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"002/KA40361/SD1-02/20";"Fotocopy";"28200.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"562";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"003/KA40361/SD1-02/20";"Fotocopy";"23300.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"563";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"004/KA40361/SD1-02/20";"Fotocopy";"276600.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"564";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"005/KA40361/SD1-02/20";"Fotocopy";"233800.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"565";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"006/KA40362/SD1-02/20";"Tiket masuk kolam renang";"652500.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"566";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"007/KA40362/SD1-02/20";"Tiket masuk kolam renang";"616500.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"567";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"008/KA40362/SD1-02/20";"Fotocopy";"59100.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"568";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"009/KA40362/SD1-02/20";"Fotocopy";"77400.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"569";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"010/KA40362/SD1-02/20";"Fotocopy";"235200.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"570";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"011/KA40363/SD1-02/20";"Fotocopy";"180000.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"571";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"012/KA40363/SD1-02/20";"Fotocopy";"144800.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"572";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"013/KA40363/SD1-02/20";"Konsumsi anak acara Imlek";"622100.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"573";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"014/KA40363/SD1-02/20";"Fotocopy";"127800.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"574";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"015/KA40363/SD1-02/20";"Fotocopy";"51200.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"575";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"016/KA40364/SD1-02/20";"Sewa lapangan Futsal";"320000.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"576";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"017/KA40364/SD1-02/20";"Konsumsi dokcil kunjungan ke RS Melinda";"155500.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"577";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"018/KA40364/SD1-02/20";"Fotocopy";"22200.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"578";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"019/KA40364/SD1-02/20";"Konsumsi acara Imlek";"600000.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"579";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"020/KA40365/SD1-02/20";"Mangkok, garpu, dan tissue acara Imlek";"107000.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"580";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"021/KA40365/SD1-02/20";"Fotocopy";"74400.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"581";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"022/KA40365/SD1-02/20";"Fotocopy";"25700.00";"0.00";"111.24.111";"kas kecil sd ciateul"
"582";"2020-02-26";"626.14.111";"Biaya adm. sd ciateul";"023/KA40365/SD1-02/20";"Angpao untuk siswa acara Imlek";"500000.00";"0.00";"111.24.111";"kas kecil sd ciateul"
