"No";"Tanggal";"No_account";"Deskripsi acc";"No_bukti";"Uraian";"Debet";"Kredit";"Kontra_acc";"Deskripsi kontra"
"634";"2020-03-31";"751.11.111";"Biaya adm bank";"04/011-03/20";"BI. ADM BANK US SD CTL BLN MARET 2020";"0.00";"9000.00";"118.21.111";"piutang spp sd ciateul"
"635";"2020-03-31";"751.11.111";"Biaya adm bank";"04/012-03/20";"BI. ADM BANK EKSKUL SD CTL BLN MARET 2020";"0.00";"12000.00";"415.14.111";"u.adm. sd ciateul"
"636";"2020-03-31";"415.14.111";"u.adm. sd ciateul";"04/013-03/20";"PEMINDAHAN DR US KE EKSKUL SD KOPER BLN MARET 2020";"340000.00";"0.00";"118.21.111";"piutang spp sd ciateul"
"637";"2020-03-31";"407.11.111";"UP bayar dimuka sd ctl";"04/014-03/20";"UM UP 20-21 SD CTL BLN MARET 20 (BCA MW)";"0.00";"4000000.00";"112.36.111";"bank bca va ciateul"
"638";"2020-03-31";"118.21.112";"piutang spp sd koper";"05/001-03/20";"PEMBYRN PIU.US SD KOPER MARET 20 (BDI KOP)";"0.00";"91443750.00";"112.32.112";"bdi virtual koper (3562373021)"
"639";"2020-03-31";"415.15.111";"u.adm. sd koper";"05/002-03/20";"PEMBYRN ADM + EKSKUL + KOMP SD KOPER BLN MARET 20 (BDI KOP)";"0.00";"16350000.00";"112.32.112";"bdi virtual koper (3562373021)"
"640";"2020-03-31";"118.21.112";"piutang spp sd koper";"05/003-03/20";"PEMBYRN US SBLM TA. 19-20 SD KOPER MARET 20 (BDI KOPER)";"0.00";"1500000.00";"112.32.112";"bdi virtual koper (3562373021)"
"641";"2020-03-31";"118.21.112";"piutang spp sd koper";"05/004-03/20";"PEMBYRN US SBLM TA. 19-20 SD KOPER MARET 20 (BCA KOPER)";"0.00";"360000.00";"112.36.112";"bank bca va koper"
"642";"2020-03-31";"118.21.112";"piutang spp sd koper";"05/005-03/20";"PEMBAYARAN US SD KOPER BLN MARET 20 (BCA VA)";"0.00";"74513578.00";"112.36.112";"bank bca va koper"
"643";"2020-03-31";"119.51.115";"piutang ups sd koper";"05/006-03/20";"PEMBAYARAN UPS 19-20 SD KOPER BLN MARET 20 (BCA VA)";"0.00";"65000.00";"112.36.112";"bank bca va koper"
"644";"2020-03-31";"415.15.111";"u.adm. sd koper";"05/007-03/20";"PEMBAYARAN ADM SD KOPER BLN MARET 20 (BCA VA)";"0.00";"4895000.00";"112.36.112";"bank bca va koper"
"645";"2020-03-31";"751.11.111";"Biaya adm bank";"05/008-03/20";"BI. ADM BANK US SD KOPER BLN MARET 2020";"0.00";"58000.00";"118.21.112";"piutang spp sd koper"
"646";"2020-03-31";"118.21.112";"piutang spp sd koper";"05/009-03/20";"US SD KOPER BLN MARET 20";"216566250.00";"0.00";"412.12.111";"SPP sd koper"
"647";"2020-03-31";"118.21.112";"piutang spp sd koper";"05/010-03/20";"BEASISWA SD KOPER BLN MARET 20";"0.00";"8410000.00";"691.15.111";"beasiswa sd koper"
"648";"2020-03-31";"407.12.111";"UP bayar dimuka sd koper";"05/011-03/20";"PEMINDAHAN DR UPS 20-21 KE US SD KOPER BLN MARET 2020";"0.00";"600000.00";"118.21.112";"piutang spp sd koper"
"649";"2020-03-31";"407.12.111";"UP bayar dimuka sd koper";"05/012-03/20";"UPS 20-21 SD KOPER BLN MARET 2020 (BCA KOPER)";"0.00";"5681250.00";"112.36.112";"bank bca va koper"
"650";"2020-03-31";"407.12.111";"UP bayar dimuka sd koper";"05/013-03/20";"UPS 20-21 SD KOPER BLN MARET 2020 (BDI KOPER)";"0.00";"3575000.00";"112.32.112";"bdi virtual koper (3562373021)"
"651";"2020-03-31";"118.21.113";"piutang spp sd tki";"10/001-03/20";"US SD TKI MARET 20";"97682250.00";"0.00";"412.13.111";"SPP sd tki"
"652";"2020-03-31";"118.21.113";"piutang spp sd tki";"10/002-03/20";"PEMBYRN PIU.US SD TKI SBLM TA. 19-20 MARET 20 (BDI TKI)";"0.00";"1000000.00";"112.32.113";"bdi tki (virtual account)"
"653";"2020-03-31";"118.21.113";"piutang spp sd tki";"10/003-03/20";"BEASISWA SD TKI BLN MARET 20";"0.00";"3380000.00";"691.15.112";"beasiswa sd tki"
"654";"2020-03-31";"118.21.113";"piutang spp sd tki";"10/004-03/20";"PEMBYRN PIU.US SD TKI MARET 20 (BDI TKI)";"0.00";"43939500.00";"112.32.113";"bdi tki (virtual account)"
"655";"2020-03-31";"415.19.111";"u.adm. sd tki";"10/005-03/20";"PEMBYRN ADM + EKSKUL + KOMP SD TKI MARET 20 (BDI TKI)";"0.00";"1305000.00";"112.32.113";"bdi tki (virtual account)"
"656";"2020-03-31";"118.21.113";"piutang spp sd tki";"10/006-03/20";"PEMBYRN PIU.US SD TKI BLN MARET 20 (BCA TKI)";"0.00";"36868250.00";"112.36.113";"bank bca va tki"
"657";"2020-03-31";"415.19.111";"u.adm. sd tki";"10/007-03/20";"PEMBYRN EKSKUL SD TKI MARET 20 (BCA TKI)";"0.00";"773000.00";"112.36.113";"bank bca va tki"
"658";"2020-03-31";"751.11.111";"Biaya adm bank";"10/008-03/20";"BI. ADM BANK US SD TKI BLN MARET 20";"0.00";"64000.00";"118.21.113";"piutang spp sd tki"
"659";"2020-03-31";"751.11.111";"Biaya adm bank";"10/009-03/20";"BI. ADM BANK KOMP + EKSKUL SD TKI BLN MARET 20";"0.00";"3000.00";"415.19.111";"u.adm. sd tki"
"660";"2020-03-31";"118.31.111";"piutang spp smp mekar wangi";"06/001-03/20";"US SMP MW MARET 2020";"110335750.00";"0.00";"413.11.111";"SPP smp ciateul"
"661";"2020-03-31";"118.31.111";"piutang spp smp mekar wangi";"06/002-03/20";"BEASISWA SMP MW MARET 2020";"0.00";"3425250.00";"691.16.111";"beasiswa smp ctl"
"662";"2020-03-31";"118.31.111";"piutang spp smp mekar wangi";"06/003-03/20";"PEMBYRN PIU.US SMP MW BLN MARET 20 (BDI MW)";"0.00";"17794500.00";"112.32.114";"bdi virtual mw 93562375307)"
"663";"2020-03-31";"473.11.111";"u.adm smp mw";"06/004-03/20";"PEMBYRN PIU.ADM SMP MW BLN MARET 20 (BDI MW)";"0.00";"215250.00";"112.32.114";"bdi virtual mw 93562375307)"
"664";"2020-03-31";"118.31.111";"piutang spp smp mekar wangi";"06/005-03/20";"PEMBYRN PIUT. US SMP MW SBLM TA. 19-20 BLN MARET 20 (BDI MW)";"0.00";"820000.00";"112.32.114";"bdi virtual mw 93562375307)"
"665";"2020-03-31";"118.31.111";"piutang spp smp mekar wangi";"06/006-03/20";"PEMBYRN PIU.US SMP MW BLN MARET 20 (BCA MW)";"0.00";"95618112.00";"112.36.114";"bank bca va mw"
"666";"2020-03-31";"118.31.111";"piutang spp smp mekar wangi";"06/007-03/20";"PEMBYRN PIUT. US SMP MW SBLM TA. 19-20 BLN MARET 20 (BCA MW)";"0.00";"750000.00";"112.36.114";"bank bca va mw"
"667";"2020-03-31";"751.11.111";"Biaya adm bank";"06/008-03/20";"BI ADM BANK US SMP MW BLN MARET 20";"0.00";"100000.00";"118.31.111";"piutang spp smp mekar wangi"
"668";"2020-03-31";"408.11.111";"UP bayar dimuka smp mekar wangi";"06/009-03/20";"UM UP 20-21 SMP MW BLN MARET 20 (BCA VA)";"0.00";"6252000.00";"112.36.114";"bank bca va mw"
"669";"2020-03-31";"751.11.111";"Biaya adm bank";"06/010-03/20";"BI ADM BANK UM UP SMP MW BLN MARET 20";"0.00";"2000.00";"408.11.111";"UP bayar dimuka smp mekar wangi"
"670";"2020-03-31";"118.31.112";"piutang spp smp koper";"07/001-03/20";"US SMP KOPER MARET 2020";"166691250.00";"0.00";"413.12.111";"SPP smp koper"
"671";"2020-03-31";"118.31.112";"piutang spp smp koper";"07/002-03/20";"BEASISWA SMP KOPER BLN MARET 20";"0.00";"6780000.00";"691.17.111";"beasiswa smp koper"
"672";"2020-03-31";"118.31.112";"piutang spp smp koper";"07/003-03/20";"PEMBYRN PIU.US SMP KOPER BLN MARET 20 (BDI KOPER)";"0.00";"40146000.00";"112.32.112";"bdi virtual koper (3562373021)"
"673";"2020-03-31";"415.17.111";"u.adm smp koper";"07/004-03/20";"ADM + KOMP SMP KOPER MARET 20 (BDI KOPER)";"0.00";"772500.00";"112.32.112";"bdi virtual koper (3562373021)"
"674";"2020-03-31";"119.31.112";"piutang up smp koper";"07/005-03/20";"PEMBYRN PIU.UP SMP KOPER MARET 20 (BCA KOPER)";"0.00";"150000.00";"112.36.112";"bank bca va koper"
"675";"2020-03-31";"118.31.112";"piutang spp smp koper";"07/006-03/20";"PEMBYRN PIU.US SMP KOPER MARET 20 (BCA KOPER)";"0.00";"78415000.00";"112.36.112";"bank bca va koper"
"676";"2020-03-31";"415.17.111";"u.adm smp koper";"07/007-03/20";"ADM + KOMP 19-20 SMP KOPER MARET 20 (BCA KOPER)";"0.00";"1200000.00";"112.36.112";"bank bca va koper"
"677";"2020-03-31";"408.12.111";"UP bayar dimuka smp koper";"07/008-03/20";"UM UP 20-21 SMP KOPER BLN MARET 20 (BDI VA)";"0.00";"400000.00";"112.32.112";"bdi virtual koper (3562373021)"
"678";"2020-03-31";"408.12.111";"UP bayar dimuka smp koper";"07/009-03/20";"UM UP 20-21 SMP KOPER BLN MARET 20 (BCA VA)";"0.00";"16375000.00";"112.36.112";"bank bca va koper"
"679";"2020-03-31";"751.11.111";"Biaya adm bank";"07/010-03/20";"BI ADM BANK US SMP KOPER BLN MARET 20";"0.00";"317000.00";"118.31.112";"piutang spp smp koper"
"680";"2020-03-31";"415.17.111";"u.adm smp koper";"07/011-03/20";"Pemindahan dr ADM + KOMP ke US TA. sblm 19-20 SMP KOPER BLN MARET 20";"0.00";"1090000.00";"118.31.112";"piutang spp smp koper"
"681";"2020-03-31";"119.51.117";"piutang ups smp koper";"07/012-03/20";"Pemindahan dr UPS ke US TA. sblm 19-20 SMP KOPER BLN MARET 20";"0.00";"425000.00";"118.31.112";"piutang spp smp koper"
"682";"2020-03-31";"118.31.112";"piutang spp smp koper";"07/013-03/20";"Pemindahan dr SUMBANGAN ke US SMP KOPER BLN MARET 20";"0.00";"700000.00";"408.12.111";"UP bayar dimuka smp koper"
"683";"2020-03-31";"415.17.111";"u.adm smp koper";"07/014-03/20";"Pemindahan dr ADMIN ke US SMP KOPER BLN MARET 20";"73000.00";"0.00";"118.31.112";"piutang spp smp koper"
"684";"2020-03-31";"118.31.112";"piutang spp smp koper";"07/015-03/20";"PENDAPATAN LAIN2 US SMP KOPER TA. SBLM 19-20 BLN MARET 20";"160000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"685";"2020-03-31";"473.12.111";"u.adm smp koper";"07/016-03/20";"PENDAPATAN LAIN2 ADMIN SMP KOPER TA. SBLM 19-20 BLN MARET 20";"20000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"686";"2020-03-31";"119.51.117";"piutang ups smp koper";"07/017-03/20";"PENDAPATAN LAIN2 UPS SMP KOPER TA. SBLM 19-20 BLN MARET 20";"100000.00";"0.00";"551.11.111";"Hadiah/vouch./persembhn natal"
"687";"2020-03-31";"118.41.111";"piutang spp sma mekar wangi";"08/001-03/20";"US SMA MARET 20";"311888750.00";"0.00";"414.11.111";"SPP sma ciateul"
"688";"2020-03-31";"118.41.111";"piutang spp sma mekar wangi";"08/002-03/20";"BEASISWA SMA BLN MARET 20";"0.00";"12150000.00";"691.18.111";"beasiswa sma"
"689";"2020-03-31";"118.41.111";"piutang spp sma mekar wangi";"08/003-03/20";"PEMBYRN PIU.US TA. SBLM 19-20 SMA MARET 20 (BDI MW)";"0.00";"5100000.00";"112.32.114";"bdi virtual mw 93562375307)"
"690";"2020-03-31";"474.11.111";" u.adm sma mekar wangi tahun lalu";"08/004-03/20";"PEMBYRN ADMIN TA. SBLM 19-20 SMA MARET 20 (BDI MW)";"0.00";"925000.00";"112.32.114";"bdi virtual mw 93562375307)"
"691";"2020-03-31";"118.41.111";"piutang spp sma mekar wangi";"08/005-03/20";"PEMBYRN PIU.US SMA MARET 20 (BDI MW)";"0.00";"87416500.00";"112.32.114";"bdi virtual mw 93562375307)"
"692";"2020-03-31";"415.18.111";"u. adm sma mekar wangi";"08/006-03/20";"PEMBYRN ADM.19-20 SMA MARET 20 (BDI MW)";"0.00";"5605000.00";"112.32.114";"bdi virtual mw 93562375307)"
"693";"2020-03-31";"119.51.118";"piutang ups sma mekar wangi";"08/007-03/20";"PEMBYRN PIU.UPS 19-20 SMA MARET 20 (BDI MW)";"0.00";"1660000.00";"112.32.114";"bdi virtual mw 93562375307)"
"694";"2020-03-31";"118.41.111";"piutang spp sma mekar wangi";"08/008-03/20";"PEMBYRAN PIU. US SMA MARET 20 (BCA MW)";"0.00";"202048000.00";"112.36.114";"bank bca va mw"
"695";"2020-03-31";"415.18.111";"u. adm sma mekar wangi";"08/009-03/20";"PEMBYRAN ADM SMA MARET 20 (BCA MW)";"0.00";"3565000.00";"112.36.114";"bank bca va mw"
"696";"2020-03-31";"119.51.118";"piutang ups sma mekar wangi";"08/010-03/20";"PEMBYRN PIU.UPS 19-20 SMA MARET 20 (BCA MW)";"0.00";"900000.00";"112.36.114";"bank bca va mw"
"697";"2020-03-31";"118.41.111";"piutang spp sma mekar wangi";"08/011-03/20";"PEMBYRN PIU.US TA. SBLM 19-20 SMA MARET 20 (BCA MW)";"0.00";"300000.00";"112.36.114";"bank bca va mw"
"698";"2020-03-31";"119.41.111";"piutang up sma mekar wangi";"08/012-03/20";"PEMBYRN PIU. UP TA. SBLM 19-20 SMA MARET 20 (BCA MW)";"0.00";"1000000.00";"112.36.114";"bank bca va mw"
"699";"2020-03-31";"409.11.111";"UP bayar dimuka sma mekar wangi";"08/013-03/20";"UM UP 20-21 SMA BLN MARET 20 (BCA MW)";"0.00";"2000000.00";"112.36.114";"bank bca va mw"
"700";"2020-03-31";"541.11.111";"Bunga bank";"08/014-03/20";"BI ADM BANK US SMA BLN MARET 20";"0.00";"111000.00";"118.41.111";"piutang spp sma mekar wangi"
"701";"2020-03-31";"620.11.111";"Gaji pegawai gabungan";"001/PIUK-03/20";"PEMBYRN PIUTANG KARYWN MARET'20 (VIA GAJI)";"25600000.00";"0.00";"117.15.111";"piutg kary & pegawai"
"702";"2020-03-31";"751.11.111";"Biaya adm bank";"001/BCACTL-03/20";"BI. ADM BCA VA CTL BLN MARET 20";"146000.00";"0.00";"112.36.111";"bank bca va ciateul"
"703";"2020-03-31";"751.11.111";"Biaya adm bank";"001/BCATKI-03/20";"BI. ADM BCA VA TKI BLN MARET 2020";"133000.00";"0.00";"112.36.113";"bank bca va tki"
"704";"2020-03-31";"751.11.111";"Biaya adm bank";"001/BCAMW-03/20";"BI. ADM BCA VA MW BLN MARET 20";"338000.00";"0.00";"112.36.114";"bank bca va mw"
"705";"2020-03-31";"751.11.111";"Biaya adm bank";"001/BCAKOP-03/20";"BI. ADM BCA VA KOPER BLN MARET 2020";"345000.00";"0.00";"112.36.112";"bank bca va koper"
"706";"2020-03-31";"112.36.112";"bank bca va koper";"002A/BCAKOP-03/20";"BUNGA BANK BCA KOPER BLN MARET 2020";"13663.35";"0.00";"541.11.111";"Bunga bank"
"707";"2020-03-31";"541.11.111";"Bunga bank";"002B/BCAKOP-03/20";"PAJAK BUNGA BCA KOPER BLN MARET 2020";"2732.67";"0.00";"112.36.112";"bank bca va koper"
"708";"2020-03-31";"620.11.111";"Gaji pegawai gabungan";"001/pph21-03/20";"pph21 kary masa Mar'20";"4061102.00";"0.00";"217.11.111";"hutang pph21"
"709";"2020-03-31";"609.11.111";"BPJS dibyr yysn (gab)";"001/bpjs-03/20";"bpjs mar'20 dibyr yysn";"55649546.00";"0.00";"620.11.111";"Gaji pegawai gabungan"
"710";"2020-03-31";"111.31.111";"kas smtr";"001/SMTR-03/20";"KAS KECIL SMP KOPER CEK 368144 (TU INPUT 1/4'20 HRSNYA TGL 13MAR'20)";"8491500.00";"0.00";"111.27.111";"kas kecil smp koper"
"711";"2020-03-31";"641.11.111";"Biaya penyusutan bangunan";"001/PH-03/20";"bi. penyusutan bangunan";"57900042.53";"0.00";"126.11.111";"ak. ph. banguna"
"712";"2020-03-31";"641.13.111";"Biaya penyusutan inventaris";"002/PH-03/20";"bi. penyusutan inventaris";"14503923.00";"0.00";"126.13.111";"ak. ph. invent"
"713";"2020-03-31";"641.12.111";"Biaya penyusutan kendaraan";"003/PH-03/20";"bi. penyusutan kendaraan";"9694166.67";"0.00";"126.12.111";"ak.ph.kendaraan"
